dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,96,96,2026,0.5561398578811787,0.4928208583684667,1.1079583395388246,329422,119.416015625,1.7092185020446777,0.7015267543067556
ETTm1,saits,iTransformer,none,mixed,0.3,96,336,2025,0.570475576261777,0.5145320237508884,0.9068552070981325,1661813,213.89892578125,4.056620836257935,0.7038212997443345
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,96,720,2024,0.8856102835082442,0.7108794413565618,1.1013107479926492,400478,70.52734375,2.244227647781372,1.0708878518651894
Electricity,simple,DLinear,linear,continuous_segment,0.1,96,336,2025,0.2425688147811007,0.33165563684412785,1.313433645873421,65505,153.7734375,7.90596866607666,0.21406078463286357
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,720,2025,1.489925880432129,0.9115087509155273,5.057444267272949,444376,36.962890625,1.7638399600982666,2.647593522683168
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,96,96,2026,0.6741938159037172,0.5860069514660353,3.3912417433235085,320048,71.265625,0.6736392974853516,1.2836412412548497
ExchangeRate,crib,iTransformer,none,variable_channel,0.1,96,720,2025,1.3098190522193909,0.8432149457931518,4.525433702468872,371296,145.6708984375,0.3281440734863281,2.2885025220039563
Weather,misstsm,iTransformer,none,random_point,0.1,96,96,2025,0.1792845827703444,0.2429800039047599,0.6330825545446561,320906,153.482421875,2.1679229736328125,0.40450427322070664
Weather,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2025,0.20506061754368207,0.26764785797188534,0.6308405742455807,320906,153.482421875,4.818636178970337,0.4241012793320876
ETTh1,saits,PatchTST,none,continuous_segment,0.3,96,96,2025,0.41965798757020617,0.43656061894161696,0.4727883397997817,1744915,267.75048828125,0.9146816730499268,0.6953361796519487
ETTh1,coifnet,iTransformer,none,random_point,0.3,96,96,2025,0.40805848318969756,0.4204543851008321,0.9473518165052472,329422,118.892578125,0.6700403690338135,0.7385598635438101
ExchangeRate,crib,iTransformer,none,mixed,0.1,336,192,2026,0.6516930446567306,0.5345986413668438,3.9717672675488944,366160,812.02880859375,0.43614745140075684,1.0537769142702564
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,336,2024,0.6956066168255182,0.6020157756472891,1.108018426762983,412382,177.267578125,2.452444076538086,0.8777188000105618
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,96,720,2026,1.1788428044319152,0.8135415768623352,4.637706661224366,382936,33.828125,0.6807820796966553,1.3194521635006635
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,336,192,2024,1.263006544974913,0.8811585149133062,3.8300147932696054,393872,198.34765625,0.3856978416442871,2.122998124918189
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,336,192,2025,0.6011496160634145,0.551198409876679,1.1152584448105576,393806,176.439453125,2.1552011966705322,0.8039052228434529
Electricity,saits,iTransformer,none,continuous_segment,0.1,96,336,2024,0.18027122697700515,0.2741567016688278,0.2665454872135509,2381815,1153.63330078125,7.8006579875946045,0.1606345447839475
ETTh1,saits,DLinear,none,continuous_segment,0.1,96,96,2024,0.4125084303760871,0.4246441836845083,0.9633364226274473,1347045,219.283203125,0.7623422145843506,0.6754012373341264
Weather,saits,PatchTST,none,continuous_segment,0.1,96,96,2026,0.1645809928385934,0.21603451715581665,0.1775084826786761,1768645,369.75146484375,3.0172481536865234,0.3976957838324262
ExchangeRate,saits,iTransformer,none,mixed,0.3,336,336,2024,0.5344950403716113,0.5412099780263128,3.6096081314860164,1726840,1044.97607421875,0.7452054023742676,0.6416950721830904
ETTh1,baseline,PatchTST,none,none,0.0,96,96,2024,0.39324176042897485,0.40704551355200996,0.0,416501,73.57763671875,0.566056489944458,0.6915912258132784
Weather,simple,DLinear,linear,random_point,0.3,96,96,2026,0.2009991579103721,0.2620998997731663,0.04597656500127653,18645,22.19189453125,7.116128206253052,0.47368759320055975
Weather,misstsm,iTransformer,none,random_point,0.3,96,96,2026,0.1959535280787357,0.26642171454349733,0.6337280466546278,320906,153.482421875,2.184760093688965,0.4116758472863246
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,336,336,2026,1.3053363851598792,0.908299716743263,4.259635042499852,412448,199.158203125,0.4189615249633789,2.562239910693879
ExchangeRate,crib,iTransformer,none,variable_channel,0.1,96,192,2025,0.5522870970777718,0.4653227307710303,3.3980198179382874,320080,124.9892578125,0.36432766914367676,0.9589581800726565
ETTm1,simple,iTransformer,linear,mixed,0.3,336,720,2024,0.5421479996592123,0.4919000149170521,0.5938651657592322,444375,37.5400390625,21.870524883270264,1.0234420464420946
ExchangeRate,simple,iTransformer,linear,mixed,0.1,336,720,2026,1.153037016391754,0.7983806204795837,3.1499295234680176,444376,36.962890625,1.8108179569244385,2.3371635339198966
ETTh1,simple,PatchTST,linear,random_point,0.3,96,336,2024,0.4733067615561495,0.4621552679065637,0.1351807906316165,785381,80.310546875,1.9090032577514648,1.2501824199099438
Traffic,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2024,0.6365548461981085,0.3522014880424712,1.47685957846844,376412,7629.33935546875,35.21035313606262,0.4981955286247893
ETTm1,saits,iTransformer,none,mixed,0.3,336,96,2024,0.48744468408288266,0.46701786184467425,0.8338751828800928,1693973,1043.06103515625,3.2384700775146484,0.5325379278440705
ETTm1,saits,iTransformer,none,mixed,0.1,336,336,2026,39458269.36218149,1369.2752636762405,7860493320.605811,1724933,1044.29541015625,3.343632221221924,85314059.9588735
Weather,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2024,0.19762409686357454,0.26740851062173876,0.6337595181067975,320906,153.482421875,4.72339129447937,0.42587782897034987
Traffic,saits,iTransformer,none,continuous_segment,0.3,96,96,2025,0.45377061489211346,0.30526429604995303,0.6572373432959505,4516478,5478.10546875,35.50378966331482,0.4062942760115722
ExchangeRate,saits,iTransformer,none,mixed,0.1,96,720,2024,1.6511052227020264,0.9570176863670349,8.768141098022461,1713016,216.79296875,0.3741629123687744,2.126372361794496
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,192,2025,0.5060009853647207,0.4623519350591347,1.1105581006596352,387886,168.57421875,1.6984443664550781,0.6570425561719416
ExchangeRate,saits,iTransformer,none,mixed,0.1,336,96,2024,0.4646960597359732,0.4424118791403395,2.395801335238339,1695880,1043.71240234375,0.7594685554504395,0.6442456684141318
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,720,2026,0.5631834029621597,0.5005060800213845,1.0927931609810222,382935,34.6103515625,9.104854106903076,1.0303750603234985
Weather,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2026,0.3028818438883683,0.35065118942933593,0.6273428648491224,351866,156.64453125,3.0984811782836914,0.5979078803702217
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,192,2026,0.5565214458718357,0.4624552227646472,3.5009396047477264,388272,168.7548828125,0.3370184898376465,0.9575850202503238
ETTm1,simple,iTransformer,linear,mixed,0.3,96,96,2024,0.4675929749810852,0.4422503588418731,0.5985170816383946,302439,29.1376953125,8.824602603912354,0.5610447456043711
Traffic,simple,iTransformer,linear,random_point,0.1,96,96,2024,0.4229895577772819,0.29572140077895337,0.2589003963665941,303294,4968.45263671875,3.8569352626800537,0.38643859422946997
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,192,2026,0.9239636042031897,0.6115398327988314,3.8872507135552095,376264,32.552734375,2.96407151222229,1.655527575726652
ETTm1,crib,iTransformer,none,mixed,0.1,96,192,2025,0.512091054556197,0.46720867886611883,1.1161331689750247,319694,124.7724609375,2.0593223571777344,0.6570681521105255
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,96,96,2026,0.8568089363280307,0.5307024707285206,3.3993090243821733,302440,28.689453125,1.144482135772705,1.5365818305612509
Weather,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.1724834476891404,0.2166169871434805,0.04598756269273175,302453,39.9755859375,8.673530101776123,0.42378098175799384
ETTh1,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2024,0.5719439966246298,0.5534974207355904,1.1248870691555406,319982,66.13671875,0.765756368637085,0.9004049473112746
Electricity,saits,PatchTST,none,random_point,0.1,96,336,2025,0.18362172186580322,0.27958091277487745,0.30450064222711515,2834425,2710.08837890625,3.5004124641418457,0.16782464908358838
Weather,simple,iTransformer,linear,continuous_segment,0.3,96,336,2024,0.2885237511789489,0.3047182644774434,0.1295869510681065,333413,45.0908203125,10.697794675827026,0.5986135091480089
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,336,2024,70.27777754293906,3.758482630188401,3917.8105138830238,1726840,1044.97607421875,0.491788387298584,46.865224671420194
ETTh1,simple,PatchTST,linear,random_point,0.1,96,96,2026,0.3932444629806162,0.4094641225556283,0.10462420995696657,416501,73.578125,4.4289867877960205,0.6996064102735297
ETTh1,simple,iTransformer,linear,continuous_segment,0.1,96,96,2024,0.41109190958834635,0.42152328240807224,1.073495173679006,302439,28.560546875,2.0730700492858887,0.7001344980521519
Weather,simple,DLinear,linear,random_point,0.3,96,96,2025,0.204100930719298,0.269995540109418,0.04643864539349804,18645,22.19189453125,6.988928318023682,0.46853669886889493
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,336,2024,337.02791667628935,5.219592590589781,1553.5554281698692,1663480,214.13623046875,0.45790553092956543,232.17290206440234
Weather,simple,DLinear,linear,continuous_segment,0.3,96,336,2025,0.2959267227045757,0.34794603237505345,0.1338500402491797,65205,27.1083984375,7.2680888175964355,0.5922504837425024
Electricity,simple,DLinear,linear,random_point,0.1,96,96,2026,0.1993041207394933,0.28140525982138587,0.09656617375610183,18945,102.46240234375,3.5495917797088623,0.17733513062757383
ETTh1,simple,PatchTST,linear,continuous_segment,0.3,96,96,2026,0.41700814092394695,0.4243299983562216,1.0675255469402676,416501,73.578125,2.1554722785949707,0.7473216409636143
ETTm1,coifnet,iTransformer,none,mixed,0.3,96,96,2025,0.48021989906381984,0.44961634816434765,1.1680326988177956,329422,119.416015625,2.1243810653686523,0.5718014877134653
Electricity,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2026,0.19972578160001897,0.3048302309181327,1.0036880283169296,340706,1800.50390625,21.69763493537903,0.157395728099981
ETTm1,crib,iTransformer,none,variable_channel,0.3,96,192,2026,0.5856813572781875,0.510997010254357,1.1110485424740988,319694,124.7724609375,2.454787254333496,0.7780053904307195
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2025,0.7261607129555049,0.38520299385851764,1.4883007420141865,407372,7707.30517578125,12.326560735702515,0.500480149143426
ETTm1,crib,iTransformer,none,mixed,0.1,336,720,2026,0.5894254778570714,0.5202674537265249,1.1029048640797972,543710,816.06298828125,2.955791473388672,1.085217509531509
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,96,2024,0.5376579484323964,0.4839746627974562,1.1076373555102026,333422,810.87353515625,2.9525017738342285,0.7123528245789217
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2024,0.6548990343186027,0.3548941560580476,1.475009988830868,376412,7629.33935546875,12.595783948898315,0.512072222860841
Traffic,simple,DLinear,linear,random_point,0.3,96,96,2025,0.6811343265661907,0.41614418225267447,0.3454780466145513,19486,243.91943359375,4.172119140625,0.5748413504427495
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,336,2024,0.7304923324971586,0.5983942819608224,4.107777795276126,394840,33.64453125,2.5407989025115967,1.124295482680589
Traffic,misstsm,iTransformer,none,random_point,0.3,96,336,2025,0.685006518251314,0.3717005970722108,1.497794200416625,407372,7707.30517578125,4.926223516464233,0.5028455722827656
Traffic,simple,iTransformer,linear,random_point,0.3,96,336,2026,0.4687972487802581,0.3140800594720315,0.35152462071321144,334254,5047.12353515625,4.146954536437988,0.404489017188171
Weather,crib,iTransformer,none,random_point,0.1,96,96,2026,0.16713141460290876,0.21615356160671076,0.6336581698954533,315786,127.47314453125,2.093989133834839,0.40380518598633935
Electricity,simple,DLinear,linear,random_point,0.1,96,336,2026,0.2106384993906023,0.3008024790767533,0.0963441081358691,65505,154.0244140625,5.269137382507324,0.18525996945782164
ExchangeRate,saits,iTransformer,none,mixed,0.3,336,336,2025,1.3962707310109526,0.7197679845062462,5.9678507560008285,1726840,1044.97607421875,0.5132205486297607,0.7624425403333444
ExchangeRate,simple,iTransformer,linear,mixed,0.3,336,96,2024,0.5028417016683,0.39493739872836,1.4977605711208302,363880,31.82421875,3.0880327224731445,0.8791995185173115
ETTh1,simple,iTransformer,linear,continuous_segment,0.3,96,96,2025,0.43938703816283753,0.4351692299226456,1.0725895918892359,302439,28.560546875,2.7149457931518555,0.7220859004522354
Weather,simple,DLinear,linear,random_point,0.1,96,336,2024,0.2937708862385056,0.35141666665607546,0.039512532096336074,65205,27.1083984375,7.0461273193359375,0.5756554697803703
Weather,simple,iTransformer,linear,continuous_segment,0.1,96,96,2026,0.17475485343462888,0.21557841453899204,0.11414110827361813,302453,39.9755859375,8.432197332382202,0.41936997409764526
ETTh1,saits,DLinear,none,random_point,0.1,96,336,2026,0.7032680882452045,0.6176102287877051,6.813088589051852,1393605,221.048828125,0.8218154907226562,1.125760852986094
Weather,saits,iTransformer,none,continuous_segment,0.1,96,336,2026,0.2763077341418007,0.3024709452489379,0.3352740370719121,1685515,244.650390625,3.631880760192871,0.5735291441684316
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,192,2024,0.6266822326614196,0.5146212319293654,1.6509716948830937,615072,302.3076171875,0.553396463394165,1.0048409584758564
ETTh1,simple,iTransformer,linear,continuous_segment,0.3,96,96,2026,0.43818144769386075,0.4373744428478837,1.0675255469402676,302439,28.560546875,2.3197877407073975,0.7248642043429603
ETTh1,crib,iTransformer,none,continuous_segment,0.3,96,336,2026,0.527234126167822,0.4892906814755063,1.0868874304889462,333662,130.60546875,0.7836799621582031,1.3464556293075352
ETTm1,crib,iTransformer,none,mixed,0.3,336,192,2025,0.4842800601102824,0.4575174374928257,1.105534375771408,365774,811.67236328125,3.293619155883789,0.6781141164759712
Weather,baseline,iTransformer,none,none,0.0,96,96,2025,0.17521408900169164,0.2150833186948054,0.0,302453,39.97509765625,2.1075901985168457,0.42209998099187374
ETTh1,simple,iTransformer,linear,random_point,0.1,96,96,2025,0.3989855193899179,0.41647321621434263,0.10627739511470392,302439,28.560546875,2.0767319202423096,0.696807082604677
Weather,crib,iTransformer,none,continuous_segment,0.3,96,96,2026,0.16751329564431913,0.21704074643684268,0.6329414000460952,315786,127.47314453125,4.857051134109497,0.4161480768887196
Weather,simple,iTransformer,linear,continuous_segment,0.3,96,96,2024,0.1829308146891724,0.22453711602378543,0.12807063739827057,302453,39.9755859375,7.708267450332642,0.4301712475184266
ETTm1,saits,iTransformer,none,mixed,0.1,96,96,2024,0.4361975197272306,0.4281740299225897,0.5446678927009293,1630853,212.66455078125,3.19637393951416,0.4782018502431573
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,720,2025,0.5893800734767273,0.5140638276389679,1.1145783183243791,1038910,491.97265625,1.8644912242889404,1.0290894375919313
Electricity,crib,iTransformer,none,continuous_segment,0.3,96,96,2026,0.18627613592544653,0.2876150451639484,1.0036880283169296,431586,191.3603515625,21.474533081054688,0.1552129857403757
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,192,2024,0.7689314138616781,0.6626131225109985,1.1046395209194628,332366,66.724609375,2.3593671321868896,0.8284617763419407
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,192,2026,1644.5648737528238,14.244569433740823,7754.085249199925,1708264,1044.21826171875,0.5256462097167969,1670.5561135912699
Traffic,simple,iTransformer,linear,random_point,0.1,96,96,2026,0.4244068878810542,0.2953476319375883,0.2580814475021809,303294,4968.45263671875,3.95478892326355,0.386497119308021
ETTh1,saits,iTransformer,none,random_point,0.3,96,96,2024,0.42483577466096656,0.4466261166216441,0.6179378505241079,1630853,223.61328125,0.8496534824371338,0.6894555536913058
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,96,96,2026,0.7062719306919012,0.607012871945842,3.4130109602145935,320048,71.265625,0.4254765510559082,1.3421954936031841
ETTm1,simple,iTransformer,linear,mixed,0.3,336,192,2024,0.4795477842125028,0.4546862650195396,0.5943771179090379,376263,32.7841796875,25.500041961669922,0.6458190446792691
ETTh1,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.3951711637327444,0.41420743906305335,0.13485796098970212,302439,28.560546875,2.135282516479492,0.6909693030416431
Electricity,crib,iTransformer,none,continuous_segment,0.1,96,336,2024,0.21766639302607746,0.3129986177866034,0.9914069280485026,454866,265.5830078125,7.825288772583008,0.17380903416469465
ExchangeRate,saits,iTransformer,none,mixed,0.3,96,720,2025,0.9920768570899964,0.7698743534088135,3.510309600830078,1713016,216.79296875,0.38643550872802734,3.3581976279234276
Traffic,coifnet,iTransformer,none,continuous_segment,0.1,96,96,2026,0.6129556216048636,0.35365062618674503,3.038746076831008,659452,411.3447265625,12.36758303642273,0.4866692069929145
ETTh1,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2024,0.5719439966246298,0.5534974207355904,1.1248870691555406,319982,66.13671875,0.8093044757843018,0.9004049473112746
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,336,2024,0.7976713663822895,0.636118937988539,2.6886367475664295,806448,403.291015625,0.3952505588531494,1.4919902900713837
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,96,96,2025,0.6070027177253466,0.579571143294988,3.335136026478885,320048,71.265625,0.6356847286224365,1.1064580914481552
Electricity,simple,DLinear,linear,continuous_segment,0.1,96,96,2025,0.22184502194830774,0.3052149571093365,1.3181989672383787,18945,102.46240234375,7.9249396324157715,0.19828643394410023
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,96,720,2024,1.3206162023544312,0.8679270648956299,2.887309594154358,1039296,492.3466796875,0.2785618305206299,1.6253936963203626
ExchangeRate,baseline,iTransformer,none,none,0.0,96,336,2024,0.36125713224346573,0.43699281763386083,0.0,333400,30.50927734375,0.2885403633117676,0.41418277230950395
ETTm1,crib,iTransformer,none,mixed,0.1,96,720,2024,0.5685712947921393,0.5080930176360465,1.1137894524235314,370910,145.38134765625,2.4201102256774902,1.0310949387014845
Weather,saits,PatchTST,none,continuous_segment,0.3,96,336,2024,889289.56099951,432.8345285896925,3376232262.46585,2137525,379.7783203125,4.94546914100647,936594.8927847588
ETTm1,saits,iTransformer,none,variable_channel,0.1,336,336,2025,3479049715.0455074,11078.650998128074,24484933402.023426,1724933,1044.29541015625,3.0572755336761475,3455755149.6525702
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,336,2025,0.8116390374866692,0.6413441380938968,2.7693658986607113,806448,403.291015625,0.37245965003967285,1.5306233796103907
Electricity,simple,DLinear,linear,random_point,0.1,96,336,2024,0.21150605993578636,0.3012483498859967,0.09645676357595631,65505,153.7734375,5.374994993209839,0.18614548546036863
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,96,2025,0.6861145729935143,0.5864758311215323,1.117317610157397,319982,66.171875,2.166551113128662,0.7567767291074248
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,192,2026,0.6183895203755554,0.554703832435549,1.105761664460265,393806,176.439453125,2.4322757720947266,0.7557149215518603
Weather,coifnet,iTransformer,none,continuous_segment,0.1,96,96,2024,0.16125087871569774,0.20973284703341896,0.24426245637569718,334826,121.61328125,2.5459446907043457,0.39932345818680687
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,720,2024,0.6300467922117807,0.5387102763152389,1.1050115648921623,444375,37.5400390625,21.98819851875305,1.1035559506076826
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,96,2026,0.5748601923103667,0.5373973737712501,1.1049558382743818,381422,175.88671875,2.381211280822754,0.6882944336892217
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,96,192,2026,0.9187374287341015,0.6041794347475811,3.4990828496864044,314824,29.41796875,1.1964287757873535,1.6295780538461406
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,720,2024,0.8027200868378943,0.6708369907124507,1.1029130338397404,461918,179.671875,2.402312755584717,1.0768590746030975
ETTh1,simple,DLinear,linear,continuous_segment,0.3,96,96,2024,0.44757216632687213,0.4385623652267285,1.0535268835950797,18631,18.833984375,2.0962541103363037,0.7167555570709427
Electricity,saits,iTransformer,none,continuous_segment,0.3,96,96,2026,0.1626161968359662,0.26242456469379866,0.3076099355400289,2350855,1113.80859375,22.63286280632019,0.1375060565137769
ExchangeRate,crib,iTransformer,none,mixed,0.1,96,96,2026,0.5030838713217317,0.39439880412616085,3.4130109602145935,310768,125.38232421875,0.45619988441467285,0.8758312415213606
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,336,2026,3.7956498055844694,1.1198422715470597,13.413662936236408,1663480,214.13623046875,0.4467036724090576,5.932113412987819
ETTm1,saits,iTransformer,none,mixed,0.3,336,96,2026,0.6845720934059218,0.560416558292293,1.1528667079176371,1693973,1043.06103515625,3.2503879070281982,0.8614711110284083
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,336,720,2026,0.6321476672426571,0.5420377308566773,1.1057811691941801,1519150,666.1865234375,1.9553723335266113,1.140974569669444
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,336,96,2026,0.5315901965237735,0.44306606523106606,3.7779031683889666,510528,250.2958984375,0.35492897033691406,0.9210498487607746
Traffic,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.4361692502592877,0.30229771378099657,0.3453736704819199,303294,4968.45263671875,3.728550434112549,0.39723015780043647
ETTm1,crib,iTransformer,none,mixed,0.1,96,96,2024,0.46743922532909027,0.4466458617571407,1.1101380313812252,310382,125.27197265625,2.4230611324310303,0.5576130106308267
Weather,baseline,iTransformer,none,none,0.0,96,336,2024,0.2805913327313824,0.2996705081870543,0.0,333413,45.09033203125,4.275796413421631,0.5832999485390458
Electricity,saits,DLinear,none,random_point,0.3,96,336,2025,0.20479203489941178,0.30617689752472277,0.341668008040143,2113607,471.12158203125,2.850691080093384,0.17767718684958997
Electricity,crib,iTransformer,none,continuous_segment,0.3,96,96,2024,0.18762616403379268,0.29005113708366154,1.0025600864459496,431586,191.3603515625,22.062865495681763,0.15676580312454252
Electricity,saits,iTransformer,none,random_point,0.1,96,96,2026,0.1515449341570406,0.2500280478440379,0.3493150403830907,2350855,1113.80859375,2.072091579437256,0.1324327784412241
ETTh1,simple,iTransformer,linear,continuous_segment,0.3,96,96,2025,0.43938703816283753,0.4351692299226456,1.0725895918892359,302439,28.560546875,2.3463735580444336,0.7220859004522354
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,720,2024,1.001030687512805,0.7767407150911342,1.1057695936200884,400478,70.52734375,2.2613766193389893,1.0919618550941532
ETTh1,saits,iTransformer,none,random_point,0.3,96,336,2024,0.6031741672508375,0.5579185290983009,1.6631784850347253,1661813,225.140625,0.7904434204101562,1.1028355075708776
ETTh1,simple,DLinear,linear,random_point,0.1,96,96,2025,0.3942840198640121,0.4092343755320544,0.10627739511470392,18631,18.833984375,2.0389418601989746,0.6639941503907448
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,96,96,2024,0.46736569719368154,0.37816983394408493,3.3087795718332353,302440,28.689453125,1.093090295791626,0.8320984703742901
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,720,2026,0.6249965385710373,0.5394140447844908,1.1057558576659618,543710,816.06298828125,3.0331058502197266,1.1153173752597456
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,192,2025,0.4919855894394444,0.4554533701844139,1.1102966298513204,314823,29.8544921875,9.031658172607422,0.6464056298906168
Electricity,simple,iTransformer,linear,continuous_segment,0.1,96,336,2024,0.1955557630200983,0.28734983245233314,1.3142253992304445,333713,841.28857421875,7.823577404022217,0.17463200959764535
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,336,192,2026,0.4656249797321058,0.44963302041143927,1.0923140262498476,614686,301.8310546875,4.009686231613159,0.6510083940143524
Weather,baseline,iTransformer,none,none,0.0,96,336,2025,0.2764373184126537,0.29516146265952276,0.0,333413,45.09033203125,1.9527337551116943,0.5810927197572718
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,336,2026,0.8798131339082134,0.710928295870471,1.107612393970302,350942,67.552734375,2.2314682006835938,0.9033901660102364
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,96,2026,0.4571921431887854,0.43698274200020004,1.0876843795317268,302439,29.1376953125,8.295732498168945,0.5406416469173306
Weather,simple,PatchTST,linear,continuous_segment,0.1,96,96,2024,0.16793865929841426,0.21332998472061268,0.11297945481466014,416543,177.142578125,7.6608781814575195,0.4026754828876264
Traffic,crib,iTransformer,none,random_point,0.3,96,96,2025,0.603517654385434,0.3408401559072916,1.4768924680845281,640412,304.03515625,3.0197455883026123,0.46873322590925093
Electricity,saits,DLinear,none,continuous_segment,0.1,96,336,2024,0.20840593697648757,0.2988289439559636,0.30171236866430695,2113607,471.12158203125,8.107222080230713,0.18340284767233989
Electricity,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2024,0.22983627259332073,0.33484110436382414,0.9914069280485026,371666,1831.5,8.223859310150146,0.18039586060966542
Traffic,saits,DLinear,none,random_point,0.3,96,336,2025,0.5746956379207101,0.3565409760212335,0.8707867855537594,4279230,925.42431640625,4.542197942733765,0.4633364196895629
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,336,2026,0.6081552193428077,0.526839804105797,1.1113967733133783,414302,813.93603515625,3.0708889961242676,0.9013735745173775
ETTh1,simple,iTransformer,linear,continuous_segment,0.1,96,336,2024,0.5230963948667635,0.48334198710023774,1.023665187588375,333399,30.29296875,1.913128137588501,1.2800616908869715
ETTm1,saits,iTransformer,none,mixed,0.3,336,192,2024,0.4233987627677394,0.4392525448136427,0.5470636093676464,1706357,1043.55517578125,5.600562810897827,0.5758871965439788
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,336,336,2026,1.7575342687400612,1.0518683420645225,4.173372323448594,412448,199.158203125,0.37433719635009766,3.147905399331528
Electricity,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2024,0.19098304239490496,0.293152305912367,1.5800542138590443,450626,226.423828125,21.88381814956665,0.1613040226215912
ETTm1,crib,iTransformer,none,variable_channel,0.1,336,192,2026,0.5072458772780731,0.47222685563205485,1.092206800157731,365774,811.67236328125,3.1027979850769043,0.6645871859640001
ExchangeRate,crib,iTransformer,none,variable_channel,0.1,336,720,2026,2.2397821140289307,1.101531891822815,5.02587924003601,544096,816.48388671875,0.263899564743042,1.9736102666610327
ExchangeRate,crib,iTransformer,none,mixed,0.3,336,96,2026,0.48340189691339985,0.3996270526660962,3.7255775151627786,333808,811.21826171875,0.5317184925079346,0.9125860481780039
ExchangeRate,baseline,PatchTST,none,none,0.0,96,96,2024,0.0893124087054408,0.2098368786359101,0.0,416504,81.82470703125,0.3212890625,0.1468651521259843
Weather,saits,DLinear,none,continuous_segment,0.3,96,96,2025,0.18437867912737133,0.2571665410278744,0.24238952020813598,1370747,224.5615234375,4.652375936508179,0.430487845872054
ETTm1,misstsm,iTransformer,none,mixed,0.3,336,336,2026,0.7250408295387128,0.632590130774848,1.1093609999480607,412382,177.267578125,2.8377785682678223,0.894121943129777
ETTm1,saits,iTransformer,none,variable_channel,0.3,96,336,2026,18567.212068339293,40.74386451799634,83185.47858669535,1661813,213.89892578125,4.806157112121582,16858.644775368797
ExchangeRate,misstsm,iTransformer,none,mixed,0.3,336,96,2025,0.7881065071298835,0.6947812156730824,3.768873345985841,381488,197.806640625,0.5375652313232422,1.052906713874092
