dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
ETTh1,misstsm,iTransformer,none,mixed,0.3,96,96,2026,0.7041992971028203,0.6102630963873392,1.119949145805044,319982,66.13671875,0.7673742771148682,0.890652333951724
ETTm1,misstsm,iTransformer,none,mixed,0.3,336,720,2026,0.7395222577968358,0.6375719536102411,1.1058426212132082,461918,179.671875,2.861201286315918,1.1034538734181039
Traffic,misstsm,iTransformer,none,continuous_segment,0.3,96,336,2026,0.6561791199961985,0.3623532151049516,1.5001207787220872,407372,7707.30517578125,34.2648286819458,0.49271566889670804
Electricity,simple,iTransformer,linear,continuous_segment,0.3,96,336,2025,0.21963845843932003,0.30726556601813726,1.2771045897199098,333713,841.01904296875,20.93717384338379,0.19493454328549453
ETTh1,simple,iTransformer,linear,continuous_segment,0.1,96,96,2026,0.41768845967159235,0.4257632401087982,1.0709304021119643,302439,28.560546875,2.0809988975524902,0.7062606716819468
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,96,2026,0.4723888337612152,0.37434506014491736,3.3909491916720786,329808,119.5615234375,0.43065905570983887,0.8765290549437924
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,96,2026,24.826286165901784,2.1060967123910284,554.6808835147472,1632520,212.87255859375,0.493394136428833,43.25561192024887
ExchangeRate,saits,iTransformer,none,mixed,0.3,336,192,2026,426.7365912012307,7.430464796273105,1822.6257868387613,1708264,1044.21826171875,0.8061342239379883,471.9497746327987
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,336,2024,1.4339349511507395,0.92441038988732,3.7320579660905375,351008,72.6171875,0.37335705757141113,2.9385774220135197
Traffic,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.6085479792180208,0.34175908966958085,1.4884494777305235,640412,304.03515625,12.309818506240845,0.47060712178548175
Traffic,simple,DLinear,linear,continuous_segment,0.1,96,96,2026,0.695272766828188,0.42882769990979663,2.2725141920072964,19486,243.91943359375,12.29680061340332,0.589336979310149
Traffic,misstsm,iTransformer,none,random_point,0.1,96,96,2025,0.7263849184418841,0.3918758554305025,1.4759473115773012,376412,7629.33935546875,9.434017896652222,0.5838717442812008
Weather,crib,iTransformer,none,random_point,0.1,96,96,2025,0.16812551515190266,0.21807637198682378,0.6330825545446561,315786,127.47314453125,1.7513279914855957,0.404634352789268
ETTm1,simple,iTransformer,linear,mixed,0.3,96,720,2026,0.594890353746099,0.5176881764202402,0.5949559561489534,382935,34.6103515625,7.760197401046753,1.0325156448395338
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,336,96,2026,0.9280741301815162,0.7483533038182205,3.7779603593804865,381488,197.806640625,0.4380948543548584,1.2963615377204631
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,336,336,2025,0.6288424065137581,0.5713385376911052,1.1164679009892016,412382,177.267578125,2.3516929149627686,0.8563010908100399
ETTh1,misstsm,iTransformer,none,variable_channel,0.3,96,96,2026,0.8152457877378275,0.6712438850257298,1.1182832287072708,319982,66.13671875,0.685361385345459,0.9736861796310603
Electricity,saits,PatchTST,none,continuous_segment,0.3,96,96,2026,12826.653186689568,62.00187798572597,145658291.16160247,2465545,2666.66455078125,21.592854738235474,12872.971875
ExchangeRate,saits,iTransformer,none,mixed,0.3,96,96,2026,61.2136547645826,3.3456729824623364,571.3418537954266,1632520,212.87255859375,0.5670647621154785,59.80304001107655
Electricity,coifnet,iTransformer,none,random_point,0.3,96,96,2025,0.17756007246936986,0.2833129156713262,1.5439241857622816,450626,226.423828125,2.8286309242248535,0.14805490401604707
Traffic,coifnet,iTransformer,none,continuous_segment,0.3,96,336,2025,0.6904969562320259,0.38464438408378543,2.6604738535843495,840172,858.2666015625,33.58676052093506,0.5105381788209428
ETTh1,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2025,0.5117940158347467,0.5126952364800006,1.1242649406676233,319982,66.13671875,0.9169232845306396,0.8201110805493497
ETTh1,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.3951711637327444,0.41420743906305335,0.13485796098970212,302439,28.560546875,2.271425247192383,0.6909693030416431
Traffic,simple,iTransformer,linear,continuous_segment,0.1,96,96,2024,0.44381399727146936,0.30746426784800224,2.254119576594491,303294,4968.45263671875,12.264599323272705,0.40337334173569267
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,96,720,2025,0.6572051944914554,0.5551508406490852,1.1230424589475496,1038910,491.97265625,2.7197937965393066,1.102094713046301
Electricity,crib,iTransformer,none,continuous_segment,0.3,96,96,2026,0.18627613592544653,0.2876150451639484,1.0036880283169296,431586,191.3603515625,21.710954904556274,0.1552129857403757
Electricity,baseline,DLinear,none,none,0.0,96,336,2025,0.20808786500993112,0.29806691588410894,0.0,65505,154.36279296875,2.5187227725982666,0.18285320215495324
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2026,0.7029493865065687,0.38476515304385206,1.5122536678764764,407372,7707.30517578125,12.448798179626465,0.505335324578423
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,192,2025,0.620796868600041,0.5140954880829317,1.6668406279690295,615072,302.3076171875,0.5117406845092773,1.0072150356555112
Weather,misstsm,iTransformer,none,random_point,0.3,96,336,2024,0.2918641844548062,0.3390113451619875,0.6284011564553806,351866,156.64453125,2.250502824783325,0.5460589169296215
ETTh1,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2025,0.4827970006521557,0.49546350691220065,1.112717019634144,319982,66.13671875,0.7499446868896484,0.8009514990357993
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,96,192,2024,0.5753737914274974,0.4718092065977763,2.162458865757448,388272,168.7548828125,0.3717048168182373,0.999483115248369
ETTm1,simple,iTransformer,linear,mixed,0.1,336,192,2026,0.46381514940418417,0.44927152089517464,0.8057188047863124,376263,32.7841796875,22.299959421157837,0.6400010384252922
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,192,2026,0.5625495011655596,0.5013614258584977,1.1106552220377879,376263,32.7841796875,22.64243721961975,0.7723260513260292
ExchangeRate,crib,iTransformer,none,mixed,0.1,336,96,2025,0.5202458758702438,0.4193832924526729,3.8107146922122226,333808,811.21826171875,0.5126299858093262,0.8450118190023155
Traffic,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.6085479792180208,0.34175908966958085,1.4884494777305235,640412,304.03515625,11.983651638031006,0.47060712178548175
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,336,2024,1.0124253099029128,0.6837019163209039,4.15438074678988,394840,33.64453125,2.749185085296631,1.775638102357833
ETTm1,misstsm,iTransformer,none,mixed,0.3,96,336,2026,0.7448652567584226,0.6321324406855331,1.103312601289634,350942,67.552734375,2.492003917694092,0.8360299822364368
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,96,2025,0.44349324460624345,0.4274099688117822,1.1057189994828707,302439,29.1376953125,10.841158628463745,0.5455913853149706
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,96,192,2026,0.9248370592852673,0.6079609228903988,3.4992773877568992,388272,168.7548828125,0.361844539642334,1.6498648762913188
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,720,2025,0.9598191449094973,0.7352384260523905,1.122641522490794,400478,70.52734375,2.2617874145507812,1.1174413800051937
Weather,saits,PatchTST,none,continuous_segment,0.3,96,96,2024,0.1650049740872125,0.2229030718696123,0.20199460312403122,1768645,369.75146484375,4.81347918510437,0.40658708995587584
Traffic,saits,DLinear,none,continuous_segment,0.3,96,336,2025,0.6077225450831135,0.369534689985861,0.829751369709105,4279230,923.78271484375,33.994837284088135,0.4882296571603873
ETTm1,saits,iTransformer,none,mixed,0.1,96,720,2025,0.558012870028884,0.5009630959228877,0.6183824311659387,1711349,217.3779296875,3.0981156826019287,1.0346483628889573
Traffic,coifnet,iTransformer,none,random_point,0.1,96,336,2026,0.6317966467189038,0.36194426889494646,2.44777283728592,840172,858.2666015625,4.849859714508057,0.4734342956811799
Traffic,saits,DLinear,none,continuous_segment,0.1,96,96,2026,0.645895471614765,0.3953028399633628,0.9665899622667237,4232670,745.8544921875,12.998587131500244,0.5400546702223417
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,96,192,2024,0.8855638381946518,0.7045630094516708,3.418869548533336,332432,71.806640625,0.40500903129577637,1.842018746404631
ETTh1,saits,iTransformer,none,continuous_segment,0.3,96,96,2026,0.41900133799821726,0.43666689318857244,0.990522667920782,1630853,223.61328125,0.9409799575805664,0.7075087796635859
ExchangeRate,simple,iTransformer,linear,mixed,0.3,336,96,2025,0.5011635429403755,0.3949529987372709,1.47979865884513,363880,31.82421875,3.275352954864502,0.8985760834062441
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,336,2025,1.114786185122825,0.7418843266126272,4.296483104293411,806448,403.291015625,0.33370518684387207,2.0972612304326774
ETTh1,coifnet,iTransformer,none,random_point,0.3,96,336,2024,0.5231148684188753,0.47125368624164454,1.0502250572084677,510142,248.603515625,0.5436677932739258,1.338620789533514
ETTh1,crib,iTransformer,none,continuous_segment,0.1,96,96,2025,0.4440731469347832,0.43449769259783266,1.112717019634144,310382,125.24853515625,0.5981178283691406,0.7321837239997391
ETTm1,saits,iTransformer,none,mixed,0.1,336,192,2026,0.5555505871046714,0.508246936937203,0.7654561675313565,1706357,1043.55517578125,4.914816379547119,0.7412412757012374
ETTm1,simple,iTransformer,linear,variable_channel,0.1,336,720,2024,0.5370596186031557,0.4888069911992458,1.0989223839938447,444375,37.5400390625,22.577350616455078,1.0423710701830045
Weather,simple,iTransformer,linear,random_point,0.3,96,96,2025,0.17193839515208514,0.21690858420485684,0.04643864539349804,302453,39.9755859375,8.30821180343628,0.42645932239227236
Traffic,baseline,PatchTST,none,none,0.0,96,96,2025,0.4984777664195741,0.29315622100718375,0.0,419066,6142.36474609375,11.582823276519775,0.4118520775209212
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,96,2026,0.5444426957679265,0.4861064135897864,1.1094061063520235,363879,32.0673828125,25.708930492401123,0.6891143044653294
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,96,192,2025,0.9468275437872093,0.6151278701173254,3.616040478269738,320080,124.9892578125,0.3460054397583008,1.665000928983066
ETTm1,crib,iTransformer,none,variable_channel,0.1,336,336,2024,0.5301195401297012,0.4833064735388724,1.1046017128066608,414302,813.93603515625,2.935015916824341,0.8113569486018638
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,336,192,2024,1.6200517157474197,1.0019094843462288,3.873092767703964,393872,198.34765625,0.3991365432739258,2.3120051859968345
ETTm1,saits,iTransformer,none,mixed,0.3,96,96,2025,0.49775096917895834,0.46173654014746,0.6095014082733338,1630853,212.66455078125,3.0506272315979004,0.4957862529530306
Electricity,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2024,0.18930882698843135,0.30009619557975176,1.0025600864459496,340706,1800.50390625,21.70050597190857,0.15486687948482747
Electricity,crib,iTransformer,none,random_point,0.1,96,96,2024,0.16780886374152973,0.2728374641592691,1.00383166090672,431586,191.3603515625,2.2005350589752197,0.13703517391836856
Electricity,simple,DLinear,linear,random_point,0.1,96,96,2025,0.19900000365301376,0.2824562729639312,0.09650999509073535,18945,102.46240234375,3.7384181022644043,0.17737385770508055
ETTh1,saits,iTransformer,none,random_point,0.1,96,336,2026,0.5737914225909939,0.5226300035338036,3.7572772083207524,1661813,225.140625,0.851654052734375,1.1826806012211708
Electricity,simple,iTransformer,linear,random_point,0.3,96,336,2024,0.19107727726695745,0.28786820409165836,0.1256009305112619,333713,841.01904296875,4.058945178985596,0.16817165968984302
Electricity,coifnet,iTransformer,none,continuous_segment,0.3,96,336,2025,0.21834439188030252,0.3178937628227096,1.55860756966413,631346,464.087890625,21.67692470550537,0.19100693118857923
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,336,96,2025,0.5170059913999578,0.43401266952578943,3.6563742120614213,510528,250.2958984375,0.3686203956604004,0.8867682317443203
Electricity,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16780404941196342,0.2725333953379016,1.0052346987121683,431586,191.3603515625,8.006768703460693,0.13915589542313675
ETTh1,baseline,PatchTST,none,none,0.0,96,96,2026,0.3907954801990913,0.4081594584446193,0.0,416501,73.57763671875,0.5048935413360596,0.6936418373452055
Electricity,simple,iTransformer,linear,continuous_segment,0.3,96,96,2025,0.1857891469899704,0.27635614263358466,1.2822828515253792,302753,811.00146484375,21.292789459228516,0.1651120450604832
Electricity,saits,DLinear,none,random_point,0.1,96,96,2026,0.18777138628072795,0.2820727253458545,0.4482355002787535,2067047,405.298828125,2.059770107269287,0.163266021777422
ETTh1,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2025,0.43307144133578085,0.42817202726215176,1.0327946296500132,329422,119.392578125,0.7961399555206299,0.7477647371523256
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,192,2026,68.8435161544616,3.3739088385938163,277.5285306264119,1644904,213.37841796875,0.6087901592254639,75.72266529224537
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,720,2024,0.5503589199953703,0.5036188245161785,1.1176747239725355,1519150,666.1865234375,4.650501012802124,1.0569268086146186
Electricity,crib,iTransformer,none,random_point,0.3,96,96,2025,0.16955909111616527,0.27633067637318587,1.0035739156570938,431586,191.3603515625,2.3811354637145996,0.1393968832093113
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,720,2026,0.6283625649606814,0.539989250521452,1.1057558576659618,444375,37.5400390625,22.83504343032837,1.1138363945385934
Traffic,coifnet,iTransformer,none,random_point,0.3,96,96,2024,0.605566420352651,0.3636328128909646,3.122653365379546,659452,411.3447265625,3.2201085090637207,0.4817944745689792
ETTm1,saits,iTransformer,none,variable_channel,0.3,96,192,2026,22448.18366007982,46.54158455457004,81495.44080623034,1643237,213.15869140625,3.0831432342529297,21684.516014319335
Traffic,simple,iTransformer,linear,random_point,0.3,96,336,2025,0.4691518568804884,0.3137132173823559,0.3514734196662903,334254,5047.12353515625,4.293394565582275,0.40519567103853016
Electricity,coifnet,iTransformer,none,continuous_segment,0.3,96,336,2026,0.22051375067594547,0.31879372303496034,1.7291445905837564,631346,464.712890625,22.092247009277344,0.1910550921571021
Traffic,simple,DLinear,linear,random_point,0.1,96,336,2026,0.6141009031881498,0.3804905526469073,0.26178857708540487,66046,370.4775390625,4.647747278213501,0.5039926889162823
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,336,2025,0.524589138218586,0.4716819970374348,1.1088023007422299,510142,248.65625,1.8238048553466797,0.76948689472265
Weather,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16370166289629465,0.21404914612859102,0.6322405246355249,315786,127.47314453125,2.7055883407592773,0.4082189435013298
Weather,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2025,0.19985261357190107,0.27206558726974056,0.6310449038811881,320906,153.482421875,2.433661937713623,0.41626677482709673
Traffic,coifnet,iTransformer,none,random_point,0.1,96,336,2024,0.6400543215894323,0.3586214122622032,2.594157137833242,840172,858.2666015625,5.042130947113037,0.4741212227883853
ETTh1,simple,PatchTST,linear,random_point,0.3,96,96,2026,0.39927757509734946,0.41270440435923195,0.13458382875342556,416501,73.578125,2.5455877780914307,0.7001687462389791
Electricity,saits,DLinear,none,continuous_segment,0.3,96,336,2024,0.2099702815533362,0.3062109570728733,0.3390559613015121,2113607,471.12158203125,21.599315881729126,0.18161333651324502
ETTm1,misstsm,iTransformer,none,mixed,0.1,96,192,2024,0.6003649694157337,0.5542225691234458,1.1131952722386802,332366,66.724609375,2.399813413619995,0.7300386409366402
Weather,simple,PatchTST,linear,continuous_segment,0.1,96,336,2025,0.2660984363116685,0.29310993220746545,0.11977345374344844,785423,184.576171875,7.4369964599609375,0.5467735568086387
ETTh1,misstsm,iTransformer,none,random_point,0.1,96,96,2024,0.5328398603939283,0.5261145243952904,1.124030281654166,319982,66.13671875,0.6658868789672852,0.8769421707898967
ExchangeRate,simple,iTransformer,linear,mixed,0.3,96,192,2024,0.5939470048410347,0.4887368758040738,1.3590771764157765,314824,29.41796875,1.0699810981750488,1.0013535851103499
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,192,2025,0.7785292228971389,0.6609301729387046,1.1180243558470764,393806,176.439453125,2.178194284439087,0.8846343281710176
ETTm1,simple,iTransformer,linear,mixed,0.1,336,336,2025,0.5047599701248325,0.4706128713857611,0.811918361569602,394839,33.8583984375,25.071626901626587,0.7631183597409518
Weather,misstsm,iTransformer,none,random_point,0.1,96,336,2026,0.3002912570190803,0.351114786775132,0.6291077802602945,351866,156.64453125,2.5996649265289307,0.5917866446974792
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,336,336,2026,0.4904697879915745,0.4633389617057053,1.0934505792030758,806062,402.9580078125,4.146683216094971,0.7793167282227272
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,336,2025,1.082209120731096,0.7151150469844406,4.296844128015879,394840,33.64453125,2.855337381362915,1.851521453677058
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,336,336,2026,0.6071019716224448,0.5185803864862325,1.1115046532227624,806062,402.9580078125,1.8245494365692139,0.905328519332606
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,720,2025,1.1827411913871766,0.8193829250335694,4.52434244632721,1039296,492.3466796875,0.27845287322998047,1.782045608911759
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,96,336,2026,0.6201003370084665,0.5275224267024252,1.1079202356325712,510142,248.65625,2.3106722831726074,0.8829895511076394
ETTm1,saits,iTransformer,none,variable_channel,0.1,96,336,2026,1341939.7446300848,177.23122472647955,9743010.150642602,1661813,213.89892578125,3.771278142929077,962972.9479255141
ExchangeRate,simple,iTransformer,linear,mixed,0.1,96,720,2026,1.1245408749580383,0.788810727596283,2.8459031057357786,382936,33.828125,0.7583255767822266,1.7630572196764824
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,336,2026,0.49415831384671605,0.4650112300458421,1.0146695389191274,806062,402.9580078125,2.908862590789795,0.782399404224776
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,96,720,2024,1.4026479601860047,0.8884751319885253,4.6307058525085445,382936,33.828125,0.8124101161956787,2.1908644896287184
Weather,saits,PatchTST,none,continuous_segment,0.1,96,96,2025,5009601.617999042,725.2367306239529,21348936905.07458,1768645,369.75146484375,2.875883102416992,4867441.243911867
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,192,2024,0.9116680399481073,0.6071305493992495,3.873092767703964,376264,32.552734375,3.0650553703308105,1.6560085370637332
Traffic,coifnet,iTransformer,none,random_point,0.1,96,96,2026,0.6019087871032089,0.3543192661000555,2.8319805182614752,659452,411.3447265625,3.651052713394165,0.4798589583403235
Electricity,crib,iTransformer,none,random_point,0.3,96,336,2026,0.214621652665476,0.31584269332188925,0.9922571396135718,454866,265.5830078125,2.836341142654419,0.17650317210777133
Electricity,simple,DLinear,linear,random_point,0.1,96,96,2024,0.1989888192515136,0.2817823761825015,0.09671207867636311,18945,102.46240234375,3.8203017711639404,0.1771186271362756
ETTh1,simple,DLinear,linear,random_point,0.1,96,336,2024,0.4875742213430948,0.4638039804394915,0.1071747245687867,65191,23.16064453125,1.7811501026153564,1.1014913510245752
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,336,720,2024,2.3062697982788087,1.1316603350639343,4.825479049682617,1519536,668.29296875,0.28530001640319824,2.183289307814378
Traffic,crib,iTransformer,none,random_point,0.1,96,96,2024,0.6112542089571192,0.3533809428682788,1.4799538821811034,640412,304.03515625,2.9887804985046387,0.46649586572353924
Electricity,simple,iTransformer,linear,continuous_segment,0.1,96,96,2025,0.16497243362029562,0.2584542440957434,1.3181989672383787,302753,811.00146484375,7.893939733505249,0.14470288339686346
Traffic,saits,PatchTST,none,random_point,0.1,96,96,2024,0.5221716649012196,0.321212570279793,0.5645641880188994,4632250,6641.22802734375,6.007261514663696,0.4365445534244512
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,336,2026,0.5659607464786507,0.4988543699296074,1.1281107293530985,510142,248.65625,2.4360761642456055,0.7728740394568411
ETTm1,simple,iTransformer,linear,mixed,0.3,96,720,2024,0.5987525371233299,0.519480058235456,0.6026331505591357,382935,34.6103515625,10.589815378189087,1.0379060343585294
ETTm1,crib,iTransformer,none,mixed,0.1,96,192,2026,0.5136962435164281,0.46799966699501055,1.111491409159578,319694,124.7724609375,2.4042506217956543,0.6545107723050552
Electricity,saits,iTransformer,none,continuous_segment,0.3,96,96,2025,0.16428490102187288,0.26423438430086243,0.32303123735864736,2350855,1115.72216796875,21.213876485824585,0.1376422653301698
Weather,coifnet,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16024985834421182,0.20854494657283654,0.20482531713955765,334826,121.61328125,2.556811809539795,0.39548502960949733
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,720,2025,0.7813235426730507,0.6534249998222799,1.1101996439627482,461918,179.671875,2.30618953704834,1.051475232469297
Weather,misstsm,iTransformer,none,random_point,0.3,96,96,2026,0.1959535280787357,0.26642171454349733,0.6337280466546278,320906,153.482421875,2.6478729248046875,0.4116758472863246
Electricity,simple,DLinear,linear,random_point,0.3,96,336,2024,0.2178364963349547,0.3080810518227994,0.1256009305112619,65505,153.7734375,5.196158409118652,0.19281892568717077
ExchangeRate,saits,iTransformer,none,mixed,0.1,336,336,2025,469.7336825808963,8.8868863002674,3633.3322522962417,1726840,1044.97607421875,0.4999809265136719,474.6065907579787
ETTm1,simple,iTransformer,linear,mixed,0.1,96,336,2024,0.5326811447279977,0.4787740424748345,0.7920606912647873,333399,30.9287109375,8.786487579345703,0.7760912042565787
Traffic,simple,PatchTST,linear,continuous_segment,0.1,96,96,2024,0.5236378883372986,0.30857642203089436,2.254119576594491,419066,6139.841796875,13.442674160003662,0.43632400344839434
Traffic,simple,PatchTST,linear,continuous_segment,0.1,96,96,2025,0.5248135429873823,0.30882135924622744,2.248342831696808,419066,6139.841796875,12.942055702209473,0.43465280963973585
ExchangeRate,saits,iTransformer,none,mixed,0.3,96,192,2024,2.432906025145427,0.9484512777213591,24.331678740949517,1644904,213.37841796875,0.6176180839538574,3.7969960745890514
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,720,2024,0.6416381621910415,0.5374590465177288,1.205034213180443,1038910,491.97265625,2.5453851222991943,1.0411246068145863
ETTm1,baseline,iTransformer,none,none,0.0,96,336,2025,0.4414891442071661,0.4280841765150088,0.0,333399,30.92822265625,2.1330695152282715,0.6522311927699915
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,96,2026,0.5366285627477625,0.4401572684893447,2.5133672631188726,510528,250.2958984375,0.43480396270751953,0.8948875386970255
ETTm1,simple,iTransformer,linear,mixed,0.3,336,336,2025,0.5021138320397627,0.4715320669437659,0.5896730609381364,394839,33.8583984375,23.083838939666748,0.7711013223104941
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,336,2024,0.816908028480169,0.6434922073338483,1.8037523127890922,806448,403.291015625,0.48913097381591797,1.3772583233267421
ETTh1,baseline,PatchTST,none,none,0.0,96,336,2025,0.4769253818834226,0.46045313312403113,0.0,785381,80.31005859375,0.5106961727142334,1.2933584063366963
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,96,2024,0.466634043147055,0.3769575417711494,3.309142584211371,329808,119.0615234375,0.6060094833374023,0.8431552279948469
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,336,2025,1.3334890829550254,0.9088114145639781,3.875001153430423,351008,72.6171875,0.41309475898742676,2.778557797695728
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,336,96,2024,0.5312654086171407,0.47815289777008657,1.107644165506509,510142,249.88671875,1.8457610607147217,0.7037368647666155
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,336,96,2025,0.9054347269990471,0.5698007884320249,3.8474751818046142,333808,811.21826171875,0.5343389511108398,1.5431467289298908
ETTh1,saits,PatchTST,none,continuous_segment,0.3,96,336,2026,0.6194650331508434,0.5612135042141837,0.7433609140411107,2113795,276.52490234375,1.1000349521636963,1.1876729122079426
ETTh1,crib,iTransformer,none,continuous_segment,0.3,96,96,2024,0.46775384531414915,0.4498009521400479,1.1248870691555406,310382,125.24853515625,0.8836781978607178,0.7543776072762385
Weather,saits,iTransformer,none,continuous_segment,0.3,96,96,2025,0.17757839277750456,0.2371339278451674,0.4374795788124225,1654555,238.994140625,4.500582695007324,0.413634413612087
ETTm1,misstsm,iTransformer,none,mixed,0.3,96,96,2024,0.6299001138945899,0.5589359137318066,1.1072725819810996,319982,66.171875,2.415306329727173,0.657275507838773
ExchangeRate,crib,iTransformer,none,mixed,0.3,96,96,2026,0.5103448610962107,0.4046848868386129,3.3966570409496177,310768,125.38232421875,0.43018484115600586,0.87579489545405
Weather,simple,iTransformer,linear,random_point,0.1,96,96,2025,0.17598010993220692,0.21758731364519074,0.039001665599091365,302453,39.9755859375,7.593153238296509,0.4192977654321064
ETTm1,crib,iTransformer,none,mixed,0.1,96,720,2025,0.5861188114908997,0.5145440410214567,1.115826703466626,370910,145.38134765625,2.339567184448242,1.0363074454010974
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,96,720,2026,1.4273974180221558,0.8985632181167602,4.573743696212769,382936,33.828125,0.7156131267547607,2.0100825872176733
Electricity,misstsm,iTransformer,none,random_point,0.1,96,96,2024,0.18049821471577343,0.2910056276618569,1.00383166090672,340706,1800.50390625,4.747530460357666,0.14837193103466748
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,96,336,2024,1.0192429423332214,0.6850897605354721,3.7320579660905375,333400,30.509765625,1.0013422966003418,1.7964222346637266
ETTh1,crib,iTransformer,none,random_point,0.3,96,96,2026,0.42068253854018783,0.4344216936473573,1.1191106132801816,310382,125.24853515625,0.6044957637786865,0.7211274234996021
ETTm1,crib,iTransformer,none,variable_channel,0.3,96,336,2024,0.6101179996024939,0.5278260895648491,1.1010195451545886,333662,130.658203125,2.2683627605438232,0.8843118985209766
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,720,2025,1.940806007385254,1.0273546361923218,3.3740436744689943,1519536,668.29296875,0.3152472972869873,2.5120677947998047
ETTm1,saits,iTransformer,none,mixed,0.1,96,336,2026,0.5255679619541432,0.4747706069656393,0.6294495221195766,1661813,213.89892578125,4.571212530136108,0.6977672228602144
Traffic,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2026,0.6453588516436419,0.37131448567000874,2.9907805002276753,659452,411.3447265625,36.22550559043884,0.5189536728723858
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2026,0.7650095279185349,0.41503786726542485,1.4884494777305235,376412,7629.33935546875,12.194559574127197,0.6051714852892397
ExchangeRate,saits,iTransformer,none,mixed,0.3,96,720,2024,1.0870658040046692,0.8076635050773621,4.355373697280884,1713016,216.79296875,0.38759899139404297,2.6215848678197617
ETTm1,crib,iTransformer,none,mixed,0.1,336,336,2025,0.5530662081313016,0.49537841428535884,1.1125346704205072,414302,813.93603515625,3.136338949203491,0.8268909557088443
Electricity,crib,iTransformer,none,continuous_segment,0.3,96,96,2025,0.18514945503819583,0.2867991058190141,1.003360929631255,431586,191.3603515625,21.991365432739258,0.15212357185296052
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,96,2026,0.4613040914942451,0.4379568952648071,1.1759000406119182,329422,118.916015625,1.9854538440704346,0.5637115258643611
ExchangeRate,simple,iTransformer,linear,mixed,0.1,96,336,2026,0.6987318058271665,0.5618440170545835,2.3154969344267973,333400,30.509765625,0.9889070987701416,1.152947766279216
